Id,WeedMapsDoctorsId,Name,address,state,city,postal_code,latitude,longitude,Type,LicenseType,Ranking,Rating,ReviewsCount,Timezone,Url,LogoName,email,phone_number,website,Instagram,Facebook,Twitter,SundayOpenTime,MondayOpenTime,TuesdayOpenTime,WednesdayOpenTime,ThursdayOpenTime,FridayOpenTime,SaturdayOpenTime,LastSeenAt,LastUpdatedAt,LastCreatedAt,speciality,license_state,license_number,consulting_office_visit_fees,consulting_office_videocall_fees,telehealth,in_person,insurance,military_veteran_discount,MMC,MMC_physical,MMC_digital,payment_credit_debit,payment_android_pay,payment_applepay,payment_paypal,payment_venmo,fee_initial_consultation
11,17502,Dr. Vitaly Stepensky,14808 Physicians Lane,Maryland,Rockville,20850,39.0998,-77.211,doctor,medical,4.72408,5,NULL,America/New_York,https://weedmaps.com/doctors/dr-vitaly-stepensky,51/5124f8ab5a0c154e92f51d66ef98f528c59f1d03.jpg,stepensky@dr.com,(717) 884-8259,,,,,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,2020-12-03 21:59:17.230,2020-12-03 21:59:17.230,2020-12-03 21:59:17.230,,,,,,,,,,,,,,,,,,
12,13197,The Health Center,12200 Annapolis Rd Suite 225,Maryland,Glenn Dale,20769,38.9876,-76.8205,doctor,medical,3.73722,5,NULL,America/New_York,https://weedmaps.com/doctors/the-health-center,fe/fec097261f2e98b9e1b4ed1cbe76e5ee2bd66200.jpg,mmjappts@gmail.com,844-420-APPT,http://thehealthcentermd.com,TheHealthCenterMD,TheHealthCenterMD,TheHealthCenterMD,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,2020-12-03 21:59:17.430,2020-12-03 21:59:17.430,2020-12-03 21:59:17.430,,,,,,,,,,,,,,,,,,
13,14411,Alabama Medical Marijuana Doctor Info,N/A,Alabama,Montgomery,36117,32.367,-86.3006,doctor,medical,2.03019,2.66667,NULL,America/Chicago,https://weedmaps.com/doctors/alabama-medical-marijuana-doctor-info,b8/b83a37cc0704f3985ecfa56e149fbc4a7dc3e016.jpg,customerservice@weedmaps.com,0,https://weedmaps.com/learn/laws-and-regulations/alabama/,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 21:59:17.793,2020-12-03 21:59:17.793,2020-12-03 21:59:17.793,,,,,,,,,,,,,,,,,,
14,14412,Mississippi Medical Marijuana Doctor Info,N/A,Mississippi,Jackson,39212,32.299,-90.1848,doctor,medical,2.40366,5,NULL,America/Chicago,https://weedmaps.com/doctors/mississippi-medical-marijuana-doctor-info,59/59f8b0998a7d3aa1916f2d79c2828a727c4b4d6a.jpg,customerservice@weedmaps.com,0,https://weedmaps.com/learn/laws-and-regulations/mississippi/,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 21:59:18.517,2020-12-03 21:59:18.517,2020-12-03 21:59:18.517,,,,,,,,,,,,,,,,,,
15,12945,Sun Valley MMJ Certification Clinic - Scottsdale,4015 E Bell Rd,Arizona,Phoenix,85032,33.6401,-111.996,doctor,medical,3.05089,4.26667,NULL,America/Phoenix,https://weedmaps.com/doctors/svmmjcc-scottsdale,23/238561df57e7a0c34de8a7958e76facce1742dee.jpg,info@svmmjcc.com,(623)847-6652,http://www.svmmjcc.com,http://instagram.com/azmmjdr/,https://www.facebook.com/svmmjcc,https://twitter.com/AZMMJDR,Closed,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,Closed,2020-12-03 21:59:18.563,2020-12-03 21:59:18.563,2020-12-03 21:59:18.563,,,,,,,,,,,,,,,,,,
16,11591,SB Medical Evaluation,14238 Valley Center Drive Ste. 101,California,Victorville,92395,34.5091,-117.32,doctor,medical,4.43079,4.82979,NULL,America/Los_Angeles,https://weedmaps.com/doctors/sb-medical-evaluations,09/09bdf6c12fb319954a116fc9adfbea75f25216f5.jpg,sbmedi420@gmail.com,760-267-8284,http://www.sbmedi.com,https://www.instagram.com/sbmedical420/?hl=en,https://www.facebook.com/#/sbmedi420,,12:00pm-5:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,2020-12-03 21:59:18.593,2020-12-03 21:59:18.593,2020-12-03 21:59:18.593,,,,,,,,,,,,,,,,,,
17,13749,The Card Clinic LLC,8029 Old M-78,Michigan,Haslett,48840,42.7766,-84.4032,doctor,medical,4.4973,4.96471,NULL,America/New_York,https://weedmaps.com/doctors/the-card-clinic-llc,c0/c04418afe4c60635861060594384beda29152ec9.jpg,thecardclinic@gmail.com,(517) 706-1309,http://www.thecardclinic.com/,,https://www.facebook.com/thecardclinicllc/,https://twitter.com/thecardclinic,Closed,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,11:00am-2:00pm,2020-12-03 21:59:18.663,2020-12-03 21:59:18.663,2020-12-03 21:59:18.663,,,,,,,,,,,,,,,,,,
18,12038,Sun Valley MMJ Certification Clinic (Surprise),12801 West Bell Rd. Suite 119,Arizona,Surprise,85378,33.6372,-112.337,doctor,medical,3.87354,4.58182,NULL,America/Phoenix,https://weedmaps.com/doctors/sun-valley-marijuana-certification-clinic-surprise-arizona,d7/d7d19af00eee5f1558fd4fd0f5f61d14301c1411.jpg,info@svmmjcc.com,(623) 847-6652,http://www.svmmjcc.com,http://instagram.com/azmmjdr/,https://www.facebook.com/SunValleyMMJSurprise,https://twitter.com/AZMMJDR,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,10:00am-5:00pm,9:00am-5:00pm,10:00am-5:00pm,2020-12-03 21:59:18.873,2020-12-03 21:59:18.873,2020-12-03 21:59:18.873,,,,,,,,,,,,,,,,,,
19,14598,The Health Center,3460 Old Washington Street. Suite 101 - A,Maryland,Waldorf,20602,38.6166,-76.9143,doctor,medical,4.44115,4.97857,NULL,America/New_York,https://weedmaps.com/doctors/the-health-center-6,08/0881a2047902c9b0e4550c3ead47c83983d4b1e1.jpg,mmjappts@gmail.com,(301) 262-2168,http://TheHealthCenterMD.com,TheHealthcenterMD,TheHealthcenterMD,TheHealthcenterMD,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,2020-12-03 21:59:18.910,2020-12-03 21:59:18.910,2020-12-03 21:59:18.910,,,,,,,,,,,,,,,,,,
20,13997,RiseUpMD.com - Oceanside (100% Online),Visit riseupmd.com,California,Oceanside,92051,33.2279,-117.326,doctor,medical,4.56188,4.84416,NULL,America/Los_Angeles,https://weedmaps.com/doctors/riseupmd-com-100-online-8,a8/a8c271cef7c04b9d5a86e9de5c5ba7eefa9e2598.jpg,hello@riseupmd.com,Go to riseupmd.com,https://riseupmd.com/med?utm_campaign=wmsoceanside,,Go to RiseUpMD.com,,7:00am-11:30pm,7:00am-11:30pm,7:00am-11:30pm,7:00am-11:30pm,7:00am-11:30pm,7:00am-11:30pm,7:00am-11:30pm,2020-12-03 21:59:19.207,2020-12-03 21:59:19.207,2020-12-03 21:59:19.207,,,,,,,,,,,,,,,,,,
21,17504,Dr. Jaime Claudio Villamil,Sirio 496,Puerto Rico,San Juan,920,18.3985,-66.108,doctor,medical,3.51606,4.2,NULL,America/Puerto_Rico,https://weedmaps.com/doctors/dr-jaime-claudio-villamil,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,jaimeclaudio@me.com,(787) 792-9026,http://drclaudio.tv,https://www.instagram.com/drcannaclaudio/,https://www.facebook.com/drcannaclaudio/,,Closed,10:30am-5:00pm,10:30am-5:30pm,10:30am-5:30pm,10:30am-5:30pm,10:30am-3:30pm,Closed,2020-12-03 21:59:19.673,2020-12-03 21:59:19.673,2020-12-03 21:59:19.673,,,,,,,,,,,,,,,,,,
22,11245,"Medical Alternatives Clinic, Bruce Reimers, MD",5040 Corporate Plaza Dr. #3,Colorado,Colorado Springs,80919,38.9044,-104.865,doctor,medical,4.42878,4.72727,NULL,America/Denver,https://weedmaps.com/doctors/medical-alternatives-clinic,6d/6d8f8b47bc089db7fe0a0c338ac3c5d05d85dfc1.jpg,hello@medicalalternativesclinics.com,719-246-0393,https://medicalalternativesclinics.com/,https://www.instagram.com/medicalalternatives/,https://www.facebook.com/MedicalAlternativesClinic/,https://twitter.com/MedAlternatives,8:00am-6:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-7:00pm,8:00am-6:00pm,2020-12-03 21:59:19.873,2020-12-03 21:59:19.873,2020-12-03 21:59:19.873,,,,,,,,,,,,,,,,,,
23,14382,National Access Cannabis - Calgary,Unit 531-409 E Hills Blvd SE,AB,Calgary,T2A 4X7,51.0406,-113.913,doctor,medical,2.04737,0,NULL,America/Denver,https://weedmaps.com/doctors/national-access-cannabis-calgary,a6/a682af789dd70642f50d6e90e646e3cf93e73440.jpg,calgary@nationalaccesscannabis.com,587-779-6420,http://nationalaccesscannabis.com,https://instagram.com/national.access.cannabis/,http://fb.me/letstalkanswers,https://twitter.com/NACclinicOttawa,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,Closed,2020-12-03 21:59:20.047,2020-12-03 21:59:20.047,2020-12-03 21:59:20.047,,,,,,,,,,,,,,,,,,
24,16976,Alpha Cure Consulting,PLEASE CALL US TODAY !!,BC,Abbotsford,V2T 1V6,49.0481,-122.337,doctor,medical,2.04737,0,NULL,America/Los_Angeles,https://weedmaps.com/doctors/alpha-cure-consulting-7,55/5573c6fe2a2680765fa75fefc9d951155938b8c7.jpg,alphacureconsulting@gmail.com,833-444-2873,http://alphacureconsulting.ca,Alphacureconsulting,Alphacureconsulting,,10:00am,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-10:00pm,2020-12-03 21:59:20.170,2020-12-03 21:59:20.170,2020-12-03 21:59:20.170,,,,,,,,,,,,,,,,,,
25,14644,West Virginia Medical Marijuana Doctor,N/A,West Virginia,Charleston,25301,38.3506,-81.6333,doctor,medical,3.36332,4.32727,NULL,America/New_York,https://weedmaps.com/doctors/west-virginia-medical-marijuana-doctor,ce/cec42911944ad33d83761dc35aa6c72c9101b984.jpg,customerservice@weedmaps.com,0,https://weedmaps.com/learn/laws-and-regulations/west-virginia/,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 21:59:20.313,2020-12-03 21:59:20.313,2020-12-03 21:59:20.313,,,,,,,,,,,,,,,,,,
26,16797,The Greener Path Clinic,1829 Reisterstown Road Suite 350,Maryland,Pikesville,21208,39.3894,-76.7378,doctor,medical,4.51199,5,NULL,America/New_York,https://weedmaps.com/doctors/the-greener-path-clinic,ab/ab749fed18fcb9b0a6d4af81149238170644af4b.jpg,thegreenerpathclinic@gmail.com,(410) 701-0807,http://www.thegreenerpathclinic.com/,,,,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,2020-12-03 21:59:20.647,2020-12-03 21:59:20.647,2020-12-03 21:59:20.647,,,,,,,,,,,,,,,,,,
27,14663,Sun Valley MMJ Certification Clinic,2011 E University Dr. #102,AZ,Mesa,85213,33.4223,-111.788,doctor,medical,2.77594,3.66667,NULL,America/Phoenix,https://weedmaps.com/doctors/sun-valley-mmj-certification-clinic-2,6e/6ed7c4dfc5d09cc7c49595e9fbcb8f3099f220f6.jpg,info@svmmjcc.com,623-847-6652,http://%20www.svmmjcc.com,http://instagram.com/azmmjdr/,https://www.facebook.com/svmmjcc,https://twitter.com/AZMMJDR,Closed,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,Closed,2020-12-03 21:59:20.717,2020-12-03 21:59:20.717,2020-12-03 21:59:20.717,,,,,,,,,,,,,,,,,,
28,15002,Dr. Melissa Perfetto,"I-19 CarmenCaguas, Av. Luis Muñoz Marín",Puerto Rico,Caguas,725,18.2176,-66.0438,doctor,medical,3.43421,5,NULL,America/Puerto_Rico,https://weedmaps.com/doctors/dr-melissa-perfetto-caguas,90/901c1f251464f2f288e29ffc3e663bf03f2f36bd.jpg,mperfetto.medcannabis@gmail.com,(787) 988-0111,http://www.dramelissaperfettocannabismedicinal.com,mperfetto.medcannabis,@draperfettomedcaguas,DraPerfetto,Closed,8:00am-3:00pm,9:00am-3:00pm,8:00am-3:00pm,9:00am-3:00pm,9:00am-3:00pm,Closed,2020-12-03 21:59:20.743,2020-12-03 21:59:20.743,2020-12-03 21:59:20.743,,,,,,,,,,,,,,,,,,
29,14381,National Access Cannabis - Winnipeg,379 Broadway Unit 101,MB,Winnepeg,R3C 0T9,49.887,-97.1441,doctor,medical,2.85023,4.66667,NULL,America/Chicago,https://weedmaps.com/doctors/national-access-cannabis-winnipeg,7d/7d92e942dafdef68170a30cc4de15ca96bcc0115.jpg,winnipeg@nationalaccesscannabis.com,204-615-9191,http://nationalaccesscannabis.com,https://instagram.com/national.access.cannabis/,http://fb.me/letstalkanswers,https://twitter.com/NACclinicOttawa,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,Closed,2020-12-03 21:59:21.143,2020-12-03 21:59:21.143,2020-12-03 21:59:21.143,,,,,,,,,,,,,,,,,,
30,18855,The Healthy Healing Clinic,6674 Blair Lane,Michigan,Holland,49424,42.8903,-86.1264,doctor,medical,3.73939,4.52632,NULL,America/New_York,https://weedmaps.com/doctors/the-healthy-healing-clinic,f0/f091ee59e3d195b7c96e2e3957d7eaa6cc3909da.jpg,thehealthyhealingclinic@gmail.com,616-772-4422,https://www.thehealthyhealing.com,https://www.instagram.com/healthyhealingclinic/,https://www.facebook.com/TheHealthyHealingClinic/,https://twitter.com/HealthyHealingg,12:00pm-5:00pm,12:00pm-7:00pm,12:00pm-7:00pm,12:00pm-7:00pm,12:00pm-7:00pm,12:00pm-7:00pm,12:00pm-5:00pm,2020-12-03 21:59:21.423,2020-12-03 21:59:21.423,2020-12-03 21:59:21.423,,,,,,,,,,,,,,,,,,
31,17840,Cares LLC,"151 W. Oak Street, Suite 123",CO,Fort Collins,80521,40.5856,-105.079,doctor,medical,3.04785,4.28571,NULL,America/Denver,https://weedmaps.com/doctors/cares,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,caresllc@gmail.com,970-217-3224,http://www.compassionatealternatives.biz,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-12:00pm,2020-12-03 21:59:21.653,2020-12-03 21:59:21.653,2020-12-03 21:59:21.653,,,,,,,,,,,,,,,,,,
32,18577,CheapMedCards.com,Please visit www.cheapmedcards.com,Maine,Portland,4101,43.6771,-70.371,doctor,medical,4.11145,4.62162,NULL,America/New_York,https://weedmaps.com/doctors/cheapmedcards-com,b5/b50012019d2d99820f86ac4af16c98927f37f981.jpg,info@cheapmedcards.com,800-919-6583,http://www.cheapmedcards.com,,,,8:00am-6:00pm,9:00am-9:00pm,9:00am-9:00pm,9:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,2020-12-03 21:59:21.677,2020-12-03 21:59:21.677,2020-12-03 21:59:21.677,,,,,,,,,,,,,,,,,,
33,14971,Oneounce.com,Please visit our website:     oneounce.com,Newfoundland,St. John's,A1E 2E2,47.5252,-52.7695,doctor,medical,2.04737,0,NULL,America/St_Johns,https://weedmaps.com/doctors/dr-cannabis-14,d5/d5c505ba2f01c907a422dfb009fa25b24faea5ec.jpg,care@oneounce.com,855-975-2422,https://oneounce.com,,https://www.facebook.com/oneouncemedicalservices/,https://twitter.com/OneOunceMedical,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,Closed,2020-12-03 21:59:21.787,2020-12-03 21:59:21.787,2020-12-03 21:59:21.787,,,,,,,,,,,,,,,,,,
34,15899,H.O.D. Medical Marijuana Certification Center,3136 E 8 Mile Road,Michigan,Detroit,48234,42.4469,-83.0711,doctor,medical,3.81479,4.2625,NULL,America/New_York,https://weedmaps.com/doctors/hod-medical-marijuana-certification-center,6b/6b90e60d50e46de3d6bf604fbc9bd994cfe3b46e.jpg,hodglassshop@gmail.com,313-826-0414,http://shophod.com,hodglassshop,,,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,2020-12-03 21:59:22.203,2020-12-03 21:59:22.203,2020-12-03 21:59:22.203,,,,,,,,,,,,,,,,,,
35,19292,GREEN DOCTOR EVALUATIONS,295 W. Cromwell Ave. Ste. 101,California,Fresno,93711,36.8471,-119.797,doctor,medical,2.69738,5,NULL,America/Los_Angeles,https://weedmaps.com/doctors/green-doctor-evaluations-fresno,c2/c20f7c296f0dd7a09d4bbd7aec10a5de47915612.jpg,FresnoGreenDoctor@gmail.com,559-440-0420,http://greendocevaluations.com/,https://www.instagram.com/greendoctorevaluations/,https://www.facebook.com/GreenDoctorEvaluations/,https://twitter.com/greendoctoreval,Closed,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:30am-5:30pm,10:00am-2:00pm,2020-12-03 21:59:22.617,2020-12-03 21:59:22.617,2020-12-03 21:59:22.617,,,,,,,,,,,,,,,,,,
36,11879,Intessa Certification Center,2500 Packard St Suite 107,MI,Ann Arbor,48104,42.2508,-83.7231,doctor,medical,4.47294,4.74353,NULL,America/New_York,https://weedmaps.com/doctors/intessa-clinic,3e/3e8ef92d644be827d8560472adcb867ec0d35d93.jpg,michelle.intessa@gmail.com,5178816905,http://Intessaclinic.com,,https://www.facebook.com/intessaAA/,,Closed,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,9:00am-5:00pm,2020-12-03 21:59:22.617,2020-12-03 21:59:22.617,2020-12-03 21:59:22.617,,,,,,,,,,,,,,,,,,
37,12930,Innovative Wellness,1552 West Fullerton Ave. Suite 100,Illinois,Chicago,60614,41.9253,-87.6678,doctor,medical,3.49758,4.18261,NULL,America/Chicago,https://weedmaps.com/doctors/innovative-express-care-2,39/391df4a31edf9f7666363e69ae823faa9a953d7b.jpg,info@innovativewell.com,(773) 420-7994,https://innovativewell.com,https://www.instagram.com/innovativewell/,https://www.facebook.com/innovativewellnesscare/,https://twitter.com/Innovative_Well,9:00am-5:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,9:00am-5:00pm,2020-12-03 21:59:22.720,2020-12-03 21:59:22.720,2020-12-03 21:59:22.720,,,,,,,,,,,,,,,,,,
38,18197,Cool Kind,Please visit our website,MB,Winnipeg,R2N 3X7,49.806,-97.1146,doctor,medical,2.04737,0,NULL,America/Chicago,https://weedmaps.com/doctors/cool-kind-10,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,patients@coolkind.ca,855-266-5563,http://coolkind.ca,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 21:59:22.840,2020-12-03 21:59:22.840,2020-12-03 21:59:22.840,,,,,,,,,,,,,,,,,,
