wm_doctors_id,name,address,state,city,postal_code,doctor_type,email,facebook,sunday,monday,tuesday,wednesday,thursday,friday,saturday,image_name,image,instagram,latitude,license_type,longitude,ranking,rating,review_count,phone_number,timezone,twitter,url,website,year_in_practice,speciality,license_state,license_number,consulting_office_visit_fees,consulting_office_videocall_fees,telehealth,in_person,insurance,military_veteran_discount,MMC,MMC_physical,MMC_digital,payment_credit_debit,payment_android_pay,payment_applepay,payment_paypal,payment_venmo,fee_initial_consultation
12074,Healthy Choices Unlimited (Glenwood Springs),1512 Grand Ave,CO,Glenwood Springs,81601,doctor,healthchoiceco@gmail.com,,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,ea/ea1d949ed35e2c919401489b58d7188411d9973a.jpg,https://images.weedmaps.com/doctors/000/012/074/avatar/original/1510583361-glenwood_springs_colorado_marijuana_doctor.jpg,,39.537591,medical,-107.3240299,2.04737205583712,0,0,(720) 443-2420,America/Denver,,https://weedmaps.com/doctors/healthy-choices-unlimited-glenwood-springs,http://www.healthychoicesunltd.com/,,,,,,,,,,,,,,,,,,,
12550,Havasu Certifications,Mesquite Ave,AZ,Lake Havasu City,86406,doctor,havasucertifications@gmail.com,,10:00am-7:30pm,10:00am-7:30pm,10:00am-7:30pm,10:00am-7:30pm,10:00am-7:30pm,10:00am-7:30pm,10:00am-7:30pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,34.4790717,medical,-114.334631,2.04737205583712,0,0,928-453-0011,America/Los_Angeles,,https://weedmaps.com/doctors/havasu-certifications,,,,,,,,,,,,,,,,,,,,
16678,Canadian Cannabis Clinic Inc.,Please Visit Our Website: www.cdncannabisclinic.com,Strathcona,Campbell River,V9W 5P3,doctor,cdncannabisclinic@gmail.com,medical420license,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,dc/dcae07db0bfd4b786d89c9052cac14271b0ca487.jpg,https://images.weedmaps.com/doctors/000/016/678/avatar/original/1517017933-FACEBOOK_AVATAR.jpg,cdncannabisclinic,49.975718,medical,-125.241194,2.04737205583712,0,0,1-844-747-8443,America/Los_Angeles,medical420,https://weedmaps.com/doctors/canadian-cannabis-clinic-2,http://www.cdncannabisclinic.com,,,,,,,,,,,,,,,,,,,
12073,Healthy Choices Unlimited (Avon),171 W Beaver Creek Rd,CO,Avon,81620,doctor,healthchoiceco@gmail.com,,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,10:00am-3:00pm,2e/2e166ccce18e5c607b8dbccfe8d26c9a90ffa1a6.jpg,https://images.weedmaps.com/doctors/000/012/073/avatar/original/1510583361-avon_colorado_marijuana_doctor.jpg,,39.6371093,medical,-106.5248188,2.04737205583712,0,0,(720) 443-2420,America/Denver,,https://weedmaps.com/doctors/healthy-choices-unlimited-avon,,,,,,,,,,,,,,,,,,,,
17675,Medical Marijuana Services,Please visit our website: http://medicalmarijuanaservices.ca,ON,Brampton,L5N 7K4,doctor,info@medicalmarijuanaservices.ca,https://www.facebook.com/medicalmservices,Closed,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-6:00pm,9:00am-5:00pm,e5/e573ef85a4b504394248e16543f6b5f89cacdec1.jpg,https://images.weedmaps.com/doctors/000/017/675/avatar/original/1530630582-MMSLOGO250X250.jpg,,43.734736,medical,-79.754973,2.04737205583712,0,0,866-355-4751,America/New_York,,https://weedmaps.com/doctors/medical-marijuana-services-7,http://medicalmarijuanaservices.ca,,,,,,,,,,,,,,,,,,,
11861,MJA Healthcare,"2250 US 41 South, Suite 1",MI,Marquette,49855,doctor,inforequest@marquettemedicalmarijuana.com,https://www.facebook.com/Marquette-Medical-Marihuana-Registration-Center-114976525195224/,Closed,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,Closed,19/190491e391890e80b6b24c3f3db8cb7d347c8e8a.jpg,https://images.weedmaps.com/doctors/000/011/861/avatar/original/1510583414-marquette_michigan_marijuana_doctor.jpg,,46.5020406,medical,-87.3617578,2.06453792930216,3,2,(906) 228-2999,America/New_York,,https://weedmaps.com/doctors/mja-healthcare,http://www.marquettemedicalmarijuana.com,,,,,,,,,,,,,,,,,,,
15145,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,San Juan,918,doctor,info@islandmedpr.com,www.facebook.com/islandmedpr,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,6d/6d8a183b90c2ce0af2c2f91f389f2f35878b4954.jpg,https://images.weedmaps.com/doctors/000/015/145/avatar/original/1510583519-180x180.jpg,,18.421449,medical,-66.069236,2.12575473434976,2.5,38,7872969450,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-17,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
15133,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,Bayamon,957,doctor,info@islandmedpr.com,www.facebook.com/islandmedpr,8:30am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:30am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,e9/e9d69d432447c4d676f86f0020f8846fe958ed31.jpg,https://images.weedmaps.com/doctors/000/015/133/avatar/original/1510583517-180x180.jpg,,18.366683,medical,-66.187889,2.35059341832558,2.9,18,(787) 296-9450,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-5,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
15135,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,Carolina,983,doctor,support@islandmedpr.com,www.facebook.com/islandmedpr,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,8e/8ef0d22a9acb73d0058e4963e1f15182da593f94.jpg,https://images.weedmaps.com/doctors/000/015/135/avatar/original/1510583570-180x180.jpg,,18.417398,medical,-65.976773,2.37522939640887,3.1,14,(787) 296-9450,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-7,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
17242,Northeast Texas Neurology Associates,4801 Troup Hwy. Suite 800,Texas,Tyler,75704,doctor,customerservice@weedmaps.com,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,32.299054,medical,-95.26651,2.40366365313196,5,1,(903) 526-7055,America/Chicago,,https://weedmaps.com/doctors/northeast-texas-neurology-associates,,,,,,,,,,,,,,,,,,,,
16769,Dr. Michael S. Perry,1500 Cooper Street 4th Floor,Texas,Fort Worth,76104,doctor,customerservice@weedmaps.com,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,32.736953,medical,-97.342388,2.40366365313196,5,1,(682) 885-2500,America/Chicago,,https://weedmaps.com/doctors/dr-michael-s-perry,,,,,,,,,,,,,,,,,,,,
15143,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,Mayaguez,680,doctor,support@islandmedpr.com,www.facebook.com/islandmedpr,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,01/017b7e926587453831cff33e0f2035f359e6a1e4.jpg,https://images.weedmaps.com/doctors/000/015/143/avatar/original/1510583518-180x180.png,,18.205866,medical,-67.085339,2.40366365313196,5,1,(787) 296-9450,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-15,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
13508,Dr. W. Gluckman,130 Speedwell Avenue,NJ,Morris Plains,7950,doctor,test@test.com,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,40.818665,medical,-74.482498,2.40366365313196,5,1,(862) 242-8053,America/New_York,,https://weedmaps.com/doctors/dr-w-gluckman,,,,,,,,,,,,,,,,,,,,
14092,Cannabis Supply Co,205 Don Head Village Blvd Unit 5,ON,Richmond Hill,L4C 7R3,doctor,richmondhill@cannabissupplyco.ca,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,43.8782,medical,-79.4385,2.40366365313197,5,1,905-237-7767,America/New_York,,https://weedmaps.com/doctors/cannabis-supply-co-2,http://cannabissupplyco.ca/,,,,,,,,,,,,,,,,,,,
15132,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,Arecibo,612,doctor,support@islandmedpr.com,www.facebook.com/islandmedpr,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,73/732643f6961378b53672c6f39fc3ac9dbb4dd4aa.jpg,https://images.weedmaps.com/doctors/000/015/132/avatar/original/1510583570-180x180.jpg,,18.402097,medical,-66.730146,2.40366365313197,5,1,(787) 296-9450,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-4,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
13222,Medical Marijuana Patient Registration Services (MMPRS),7-8362 Woodbine Ave Suite 206,ON,Markham,L3R 2M6,doctor,info@mmprs.ca,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,43.8466715,medical,-79.3579783,2.40366365313197,5,1,866-660-7832,America/New_York,,https://weedmaps.com/doctors/medical-marijuana-patient-registration-services-mmprs,http://www.mmprs.ca/,,,,,,,,,,,,,,,,,,,
14175,Cannabis Supply Co,By Appointment only:,ON,East London,N6C 6B4,doctor,london@cannabissupplyco.ca,https://www.facebook.com/Can-Supply-Co-248481715591059/?fref=ts,Closed,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,12:00pm-6:00pm,ec/ece0f035ec016b0c10842e993f5e1f1ce8f852cf.jpg,https://images.weedmaps.com/doctors/000/014/175/avatar/original/1510583475-CSCAvatar.jpg,https://www.instagram.com/cannabissupplycompany,42.939743,medical,-81.257181,2.40366365313197,5,1,519-601-4769,America/New_York,,https://weedmaps.com/doctors/cannabis-supply-co-3,http://cannabissupplyco.ca/,,,,,,,,,,,,,,,,,,,
14678,Medical Cannabis Group,Online Clinic,SK,Regina,1,doctor,info@medicalcannabisgroup.ca,https://www.facebook.com/Medical-Cannabis-Group-2013928738833663/,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,f5/f54a76e57780153eb9d9df044cf9a6f9acd16db8.jpg,https://images.weedmaps.com/doctors/000/014/678/avatar/original/1510583499-Medical_Cannabis_Group.png,,50.440828,medical,-104.618802,2.40366365313197,5,1,1-800-315-0899,America/Regina,,https://weedmaps.com/doctors/medical-cannabis-group-3,http://mcg.sanc.ca,,,,,,,,,,,,,,,,,,,
15144,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,Ponce,730,doctor,support@islandmedpr.com,www.facebook.com/islandmedpr,Closed,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,25/252093740565adc302da598a70dd510f8c3c113b.jpg,https://images.weedmaps.com/doctors/000/015/144/avatar/original/1510583510-180x180.png,,18.030527,medical,-66.617471,2.40366365313197,5,1,(787) 665-1008,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-16,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
14656,Bodystream - Sault Ste Marie,67 Elgin St #1,ON,Sault Ste Marie,P6A 2Y4,doctor,bodystreamsaultstemarie@gmail.com,https://www.facebook.com/bodystreammedical/,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,06/06ee6fd5a29232f159a59b4a5da2a3db84f3a60b.jpg,https://images.weedmaps.com/doctors/000/014/656/avatar/original/1510583490-bodystream-logo.png,,46.511784,medical,-84.334711,2.40366365313197,5,1,705-251-0288,America/New_York,https://twitter.com/bodystreammed,https://weedmaps.com/doctors/bodystream-sault-ste-marie,http://bodystreammedical.ca,,,,,,,,,,,,,,,,,,,
14686,Medical Cannabis Group,Online Clinic,NL,St. Johns,1,doctor,info@medicalcannabisgroup.ca,https://www.facebook.com/Medical-Cannabis-Group-2013928738833663/,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,10:00am-12:00am,9f/9f4be0d33ba171f567f77a6f4a99b66ca63db8ba.jpg,https://images.weedmaps.com/doctors/000/014/686/avatar/original/1510583499-Medical_Cannabis_Group.png,,47.562633,medical,-52.710091,2.40366365313197,5,1,1-800-315-0899,America/St_Johns,,https://weedmaps.com/doctors/medical-cannabis-group-11,http://mcg.sanc.ca,,,,,,,,,,,,,,,,,,,
16563,Integrative Alternative Health Services,Please visit our Website at iahs.ca,AB,Red Deer,T4P 0A2,doctor,info@iahs.ca,https://www.facebook.com/IAHS001/,Closed,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,0c/0c5ee538e541070ebdb0e8ef18193c805c112c51.jpg,https://images.weedmaps.com/doctors/000/016/563/avatar/original/1513310597-IMG_20170227_192833_479.jpg,https://www.instagram.com/iahs_central_alberta/,52.268054,medical,-113.814116,2.40366365313197,5,1,403.877.8444,America/Denver,https://twitter.com/01MindBodySoul,https://weedmaps.com/doctors/integrative-alternative-health-services,http://iahs.ca,,,,,,,,,,,,,,,,,,,
12270,MyCannX,641 S St. NW,District of Columbia,Washington,20001,doctor,info@mycannx.com,https://www.facebook.com/MyCannX/,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-12:00pm,7b/7b828f6c853367c35c6394b43f1a57155f9bbfe0.jpg,https://images.weedmaps.com/doctors/000/012/270/avatar/original/1510583431-washington_dc_cannabis_doctor.png,https://www.instagram.com/mycannx/,38.91453,medical,-77.0212626,2.54433788322767,3.7,6,(800) 462-0715,America/New_York,https://twitter.com/MyCannX,https://weedmaps.com/doctors/dc-medical-marijuana-consultants,http://mycannx.com,,,,,,,,,,,,,,,,,,,
14999,Londonderry Nurse Practitioners,50 Nashua Rd Suite 103,New Hampshire,Londonderry,3053,doctor,wholehealthconsultants@hotmail.com,https://www.facebook.com/WHOLEHEALTHCONSULTANTS,Closed,9:00am-5:30pm,9:00am-5:30pm,9:00am-3:00pm,9:00am-5:30pm,9:00am-5:30pm,Closed,2d/2d66faf178044735b43e9e4ad60fa7cb1d79b6aa.jpg,https://images.weedmaps.com/doctors/000/014/999/avatar/original/1510583502-IMG_6251.JPG,,42.8650973,medical,-71.3504887,2.57738436697757,4,4,(603) 434-9733,America/New_York,,https://weedmaps.com/doctors/londonderry-nurse-practitioners,http://wholehealthconsultants.com,,,,,,,,,,,,,,,,,,,
13857,Higher Living Wellness Centre Inc,219 Wyse Road,NS,Dartmouth,B3A 1N1,doctor,higherlivingwellnessmassage@gmail.com,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,https://images.weedmaps.com/original/image_missing.jpg,,44.6743856,medical,-63.5853588,2.58845249224967,4,4,902-406-2396,America/Halifax,,https://weedmaps.com/doctors/higher-living-wellness-centre-inc,http://%20www.higherlivingwellness.ca,,,,,,,,,,,,,,,,,,,
13861,Cannabis Supply Co,1404 Plains Rd E #8,ON,Burlington,L7R 0C2,doctor,burlington@cannabissupplyco.ca,https://www.facebook.com/Can-Supply-Co-248481715591059/?fref=ts,12:00pm-6:00pm,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,12:00pm-6:00pm,99/995f8f0d60cd0d61a9f04e7c31276f9b3b4b119f.jpg,https://images.weedmaps.com/doctors/000/013/861/avatar/original/1510583467-CSCAvatar.jpg,https://www.instagram.com/cannabissupplycompany,43.336947,medical,-79.818321,2.58845249224967,4,4,905-639-0127,America/New_York,,https://weedmaps.com/doctors/cannabis-supply-co-burlington,http://cannabissupplyco.ca,,,,,,,,,,,,,,,,,,,
14993,Mycannabis.org,Please visit our website: www.mycannabis.org,ON,Whitby,L1N 8P9,doctor,info@mycannabis.org,https://www.facebook.com/MyCanna/,Closed,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-8:00pm,10:00am-4:00pm,d4/d41e2f51b2e8b918298371608f49b3e9051ee2c3.jpg,https://images.weedmaps.com/doctors/000/014/993/avatar/original/1510583511-My_Cannabis_logo_new.jpg,mycannabisclinic ,43.8718987,medical,-78.924744,2.61203319071753,4.7,2,289-316-1363 Ext 207,America/New_York,mycannabis_org,https://weedmaps.com/doctors/mycannabis-org,http://mycannabis.org,,,,,,,,,,,,,,,,,,,
15139,Island Med Online,Please visit our website www.islandmedpr.com,Puerto Rico,Guaynabo,969,doctor,support@islandmedpr.com,www.facebook.com/islandmedpr,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,9:00am-10:00pm,e8/e8eaafe7c645ef14a0b5cf21bcb3fb6445054485.jpg,https://images.weedmaps.com/doctors/000/015/139/avatar/original/1510583572-180x180.png,,18.366511,medical,-66.106217,2.63079183629413,3.3,19,(787) 296-9450,America/Puerto_Rico,,https://weedmaps.com/doctors/island-med-11,http://www.islandmedpr.com,,,,,,,,,,,,,,,,,,,
13631,National Access Cannabis-Ottawa,1111 Wellington St West,ON,Ottawa,K1Y 2Y6,doctor,angelo.muscari@NationalAccessCannabis.com,http://fb.me/letstalkanswers,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,11:00am-4:00pm,e6/e66d53eea63fbda6d669750861113c2eef98f172.jpg,https://images.weedmaps.com/doctors/000/013/631/avatar/original/1510583452-NAC-FAC__1_.png,https://instagram.com/national.access.cannabis/,45.4025698,medical,-75.7262909,2.69737660687801,5,2,(613) 729-8255,America/New_York,https://twitter.com/NACclinicOttawa,https://weedmaps.com/doctors/national-access-cannabis,http://nationalaccesscannabis.com/,,,,,,,,,,,,,,,,,,,
