brand_id,about,facebook,favourites_count,image_name,image,instagram,name,rating,review_count,slug,twitter,url,website,title,license_number,license_state,address,city,state,postal_code,phone_number,email,longitude,latitude
10479,"The brand, VB Chesaning LLC, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,1,e2/e2f80e488f7c0179f350429d9223ba2c91ea0e5a.jpg,https://images.weedmaps.com/brands/000/010/479/avatar/original/1590014173-image_missing.jpg,,VB Chesaning LLC,0,0,vb-chesaning-llc,,https://weedmaps.com/brands/vb-chesaning-llc,,,,,,,,,,,,
10480,"The brand, Veil, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,0,35/35e87a3d1077a74c6a255ef45cb664d296975786.jpg,https://images.weedmaps.com/brands/000/010/480/avatar/original/1590014173-image_missing.jpg,,Veil,0,0,veil,,https://weedmaps.com/brands/veil,,,,,,,,,,,,
1378,"Semillas de marihuana Autofem, Feminizadas y Regulares
 
 
 
Premios
 
II Premio ""Extracción"" Copa de Cadiz 2014
III Premio ""Extraciones Solventes"" Zaragoza Fresh Cup 2017
 
I Premio ""Extraciones Solventes"" Lanzarote Volcanna 2017
 
II Premio ""Extraciones Solventes""Lanzarote Volcanna 2017",,55,2d/2dc31473899a7838f42cb1dd129463c5c9a34ea3.jpg,https://images.weedmaps.com/brands/000/001/378/avatar/original/1518772811-Capturalog.jpg,,Veneno Seeds,5,0,veneno-seeds,,https://weedmaps.com/brands/veneno-seeds,,,,,,,,,,,,
10481,"The brand, Venice Shores, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,0,f6/f6a93e60b130865896ebee91db8c3985855037ed.jpg,https://images.weedmaps.com/brands/000/010/481/avatar/original/1590014174-image_missing.jpg,,Venice Shores,0,0,venice-shores,,https://weedmaps.com/brands/venice-shores,,,,,,,,,,,,
10482,"The brand, VENTURE LLC, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,1,a6/a65ef6f148bc5fee3850ca5312427377683dbcdf.jpg,https://images.weedmaps.com/brands/000/010/482/avatar/original/1590014175-image_missing.jpg,,VENTURE LLC,0,0,venture-llc,,https://weedmaps.com/brands/venture-llc,,,,,,,,,,,,
804,"Venus Genetics se creó en 2011 después de más de 10 años de crianza y selección con nuestras madres y genéticas, cual de ellas más peculiar.
 
Nuestro objetivo con esta elección es ofrecer a los cultivadores variedades clásicas, algunas ya olvidadas sin que suponga una gran inversión.
 
Esperamos que disfrutes de cada uno de sus aromas penetrantes y añejos, sabores sutiles e intensos y el amplio espectro de efectos, desde nuestras indicas más relajantes hasta las sativas más enérgicas.",Venusgenetics,29,17/172c5421d0d161d3713665656c235fcdbcd61949.jpg,https://images.weedmaps.com/brands/000/000/804/avatar/original/1551698685-Avatar-VenusGenetics-WeedMaps__1_.jpg,Venusgenetics,Venus Genetics,5,0,venus-genetics,Venusgenetics,https://weedmaps.com/brands/venus-genetics,https://venusgenetics.es/,,,,,,,,,,,
4010,"Premium artisanal cannabis, cultivated with unparalleled care.",veranobrands,51694,96/965f4f9bec6565390fa65a17f396229be6f5f8b9.jpg,https://images.weedmaps.com/brands/000/004/010/avatar/original/1567195443-fullsizeoutput_5.jpeg,veranobrands,verano™ Brands,4.32164573669434,189,verano,veranobrands,https://weedmaps.com/brands/verano,http://veranobrands.com,,,,,,,,,,,
10483,"The brand, Verdant, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,1,0f/0f9c24a217de80a5914c6ec9b418ab0fff157537.jpg,https://images.weedmaps.com/brands/000/010/483/avatar/original/1590014176-image_missing.jpg,,Verdant,0,0,verdant,,https://weedmaps.com/brands/verdant,,,,,,,,,,,,
1598,"INTRODUCING VERDE NATURAL
 
We envision a world with alternatives to pharmaceutical drugs, where you can use all natural cannabis in concert with proper diet and exercise to ease your pain and suffering. Whether you're facing a serious medical condition or simply need some relief from your strenuous job, we're giving you access to cannabis that is pure; cannabis not grown synthetically, but grown the way mother nature intended in nutrient dense soil.
 
Verde Natural is a marijuana cultivator, retailer and wholesaler based in Denver, Colorado. We grow both medical and recreational strains at our 25,000 square foot grow facility in North Denver. Medical strains are sold at our store on Colfax Avenue in Denver and we wholesale our recreational strains to stores throughout the state of Colorado. We will be opening a recreational facility in 2017 at our medical store location.
 
HOW IT ALL STARTED
 
Verde Natural was founded by Chuck Blackton (aka the Lemon Man) in 2009 as a medical dispensary in Denver, Colorado, Blackton called it the Verde Wellness Center. His vision was to create a proper dispensary where customers didn’t feel like a transaction. You see, Chuck had spent the better part of 10 years in Amsterdam learning how to run marijuana shops and curate strong genetics. With this knowledge under his belt, he wondered how he could help steer the up and coming market in Colorado in the right direction.
 
Upon his return to the states, Blackton discovered that his father had passed from Lou Gehrig's Disease (aka ALS). The passing of his father set an even deeper, emotional fire in him to enter the Colorado market, but guiding the industry towards a proper retail model was no longer at the top of his priority list. Instead he was seeking a way to help ALS sufferers and sufferers of other painful medical conditions find an alternative treatment to pharmaceuticals to ease their pain and suffering.
 
With that said, there is still a ton of research to be done on cannabis and how it can benefit those who suffer from severe medical condition. Verde truly hopes to help identify ways that cannabis can be used as an alternative to pharmaceuticals. We believe cannabis can be used, holistically, in concert with proper diet and fitness to improve and ease the pain of medical conditions. This is what drives us to make sure you have access to cannabis that is grown naturally without synthetics!
 
EXPANSION OF VERDE
 
In 2015, Verde Natural's presence in the Colorado marijuana market began to pick up. With demand increasing, new management joined Blackton to begin expanding their operations. CEO Rudy Ellenbogen completed the design and build-out of a custom 25,000 square foot grow facility. Using a bare bone warehouse, the facility was designed for a soil system with a production flow (from clone, to vegetation, to flowering) that allows for the growers to harvest every single week! The ingenious design breaks out the grow facility into multiple rooms for vegetation and around a dozen for flowering. The flow not only makes the grow facility flexible for production, but reduces the risk of significant crop loss due to pests and disease outbreak.
 
GROWING IN SOIL
 
While the new grow facility was designed in 2015, master grower Cassandra Maffey joined the new management team at Verde Natural. Cassandra brought with her a very unique soil growing system that she had just successfully implemented at Boulder Marijuana Company (BMC) in Boulder, Colorado. The soil system mimics an outdoor growing environment, making for an ideal ecosystem in which marijuana plants can thrive, unlike the common hydroponic and synthetic systems found in a majority of growing facilities across the United States today. The soil is living, meaning there are thousands of microbes milling around in the soil. Microbes are beneficial microscopic bacteria that aid the cannabis plants with nutrient uptake from the soil. Marijuana plants have evolved over thousands of years to actively communicate with these microbes. With living soil, you are allowing the plant to naturally choose when and what to eat, whereas in a hydroponic or synthetic system you force-feed the plant. Plants reach their highest potential, in terms of terpene and cannabinoid production, when you allow them to feed naturally.
 
Soil at Verde Natural is also recycled after each flower harvest! Most grow facilities will throw out their soil after every single harvest, primarily because they've riddled it with synthetic nutrients that kill off all the beneficial microbes. Our goal is to keep these microbes alive, so we do not use harsh synthetics. Instead, we use pure organic nutrients in proper amounts to ensure the plant is fed properly until harvest. In most instances, after the plant is harvested, the soil is fairly depleted of nutrients. Once we remove the root balls from the soil, the remaining stalk and roots of the marijuana plant, we test the soil to note the nitrogen, phosphorus and potassium levels...",,881,9a/9a4f6345022e1fc561894c4d37d810c83ceba178.jpg,https://images.weedmaps.com/brands/000/001/598/avatar/original/verde-natural-cannabis_logo_v2.jpg,,Verde Natural Cannabis,4.93650770187378,31,verde-natural-cannabis,,https://weedmaps.com/brands/verde-natural-cannabis,,,,,,,,,,,,
10948,"Verdure, pronounced vĕr door, is the perfect self-care support for life in a stressful world. Our natural herbal solutions are a great alternative to help ease the aches, pains and stresses that come along with everyday life. We all need extra support when fatigue or frustration flair up. Verdure is here for you.",,9,77/7703214e98e318531c7fa3be2ef374ad3a17d16a.jpg,https://images.weedmaps.com/brands/000/010/948/avatar/original/1600717702-Leafly_Logo_SQ_Verdure-03.jpg,,Verdure,0,0,verdure,,https://weedmaps.com/brands/verdure,,,,,,,,,,,,
1664,"The truth will leave you euphoric
 
 
 
Veritas Fine Cannabis continually cultivates new and exciting seasonal strains while maintaining heirloom offerings and growing partnerships with some of the best dispensaries in Colorado to distribute premium cannabis flowers. With passion and a focus on delivering the best, Veritas Fine Cannabis provides marijuana that exudes incredible flavor with reliable consistency. Veritas is the Latin word for ‘truth,’ which is what their master growers and team strive to deliver. The team at Veritas Fine Cannabis believe marijuana heightens experiences.
 
 
 
History
 
Veritas began growing cannabis at the beginning of legalization in 2009 and spent their time absorbing knowledge about the best growing methods. In 2014, they were pleased to be awarded the first wholesale-only grow license in Colorado. They took that opportunity to begin constructing a 12,500-square-foot grow facility. After years of developing proprietary genetics while taking a meticulous and painstaking approach to growing superb, high-quality marijuana, they were finally ready to place a name to their coveted product; Veritas Fine Cannabis.
 
 
 
Process
 
Veritas Fine Cannabis is cared for by hand during every part of the growth process. Veritas’ master growers dedicate their energy to cultivating marijuana as it was intended to grow, ensuring their facility provides everything their flowers need to flourish. Through a combination of stable, unique genetics and a fervent dedication to doing things the hard way, customers are supplied with consistent, high-quality cannabis with every purchase.
 
 
 
Products
 
This boutique cannabusiness offers strains of gourmet marijuana while procuring seasonal flowers that highlight the unique activities of Colorado throughout the year. Connecting the themes of a community with premium cannabis strains to match. For the Veritas team, marijuana is a personal experience that can accentuate the most enjoyable parts of life. There is no better way to highlight those moments than producing seasonal flowers that coincide with what is happening in their community. Colorado cannabis enthusiasts who require a higher level of consistency and quality in their marijuana are welcomed to grace their palate with gourmet marijuana from Veritas Fine Cannabis.",,2359,54/54813e6a53a438f908f9f56af136099df8bfa0c5.jpg,https://images.weedmaps.com/brands/000/001/664/avatar/original/veritas-fine-cannabis_logo.jpg,,Veritas Fine Cannabis,4.42253541946411,12,veritas-fine-cannabis,,https://weedmaps.com/brands/veritas-fine-cannabis,,,,,,,,,,,,
11375,"WELCOME TO THE

ONSET OF INNOVATION.

Discover the next wave of original

cannabis concentrates.




The brand, verse , is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",https://www.facebook.com/verseproducts/,16,ae/ae9546ae1b07a16c53b097060059e437f99e9d13.jpg,https://images.weedmaps.com/brands/000/011/375/avatar/original/1607715423-Screen_Shot_2020-12-11_at_2.36.42_PM.png,https://www.instagram.com/versecannabis/,verse,1,0,verse,,https://weedmaps.com/brands/verse,https://versecannabis.com/,,,,,,,,,,,
10484,"The brand, Vertex, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,3,66/6647a0645cd21897f2c59868403689641d961e86.jpg,https://images.weedmaps.com/brands/000/010/484/avatar/original/1590014176-image_missing.jpg,,Vertex,0,0,vertex,,https://weedmaps.com/brands/vertex,,,,,,,,,,,,
10485,"Whether you’re hanging with friends or flying solo, it’s all about feeling confident in knowing you’re enjoying and sharing the best, every time. That’s why we put our expertise into finding new ways to grow, harvest and cure premium strains. 

Your story is our story and we want you to know we’re here for you. We strive to be your source of education, your go-to confidant, and your favourite recreational cannabis brand. Located in Chatham, Ontario, our founders saw a unique opportunity to apply their experience growing with temperature and humidity control to the cultivation and growth of cannabis. Thanks to science-based innovation, rigorous quality control, and pharmaceutical-grade standards, we offer a carefully curated selection of cannabis products for consistently enjoyable, truly personal, and unique experiences.",,12,fe/fe03891f2e6777c5046343a1410a85d7e0f76c89.jpg,https://images.weedmaps.com/brands/000/010/485/avatar/original/1607713413-Screen_Shot_2020-12-11_at_2.02.54_PM.png,,VERTICAL,0,0,vertical-cannabis,,https://weedmaps.com/brands/vertical-cannabis,https://www.verticalcannabis.ca/,,,,,,,,,,,
11373,"A COMPLETE LINE

OF PRODUCTS

TO SUPPORT

YOUR SELF-CARE

JOURNEY.




The brand, Vervell , is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,22,9e/9e55acc7cce39a836b4dd9c13195be662fda0745.jpg,https://images.weedmaps.com/brands/000/011/373/avatar/original/1607711939-Screen_Shot_2020-12-11_at_1.38.36_PM.png,,Veryvell,0,0,veryvell,,https://weedmaps.com/brands/veryvell,,,,,,,,,,,,
1230,"Founded, formulated, and operated by Dr. Tim Shu, at VETCBD we combine our medical knowledge with our cannabis and hemp expertise to create products to help everyone thrive. As medical professionals, we are dedicated to education, research, and advocacy. With over 40 years of combined medical experience, our team is dedicated to helping improve the lives of all souls. Our medical team offers free support by phone or email to answer questions you or your clients may have. Reach us by phone or email at: (562) 754-3713 or info@vetcbd.com.",https://www.facebook.com/vetcbd/,1851,23/23d52080e25fce1c86415f606083cd009921fb6e.jpg,https://images.weedmaps.com/brands/000/001/230/avatar/original/1637337544-purple_logo__2_.png,https://www.instagram.com/vetcbd/,VETCBD,4.90476179122925,15,vetcbd,,https://weedmaps.com/brands/vetcbd,https://vetcbd.com,,,,,,,,,,,
10486,"The brand, Vessel, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,4,43/435e7551cf48a8aac35e42838dfbf8d74ce01a16.jpg,https://images.weedmaps.com/brands/000/010/486/avatar/original/1590014178-image_missing.jpg,,Vessel,2,1,vessel,,https://weedmaps.com/brands/vessel,,,,,,,,,,,,
5205,"VetsLeaf is comprised of military veterans and a fine group of hand-selected civilian teammates who are dedicated to serving our country, communities, brothers, and sisters. Although VetsLeaf's goal is to cultivate superior cannabis products, we simultaneously advocate for our fellow veterans to have safe-access to the medicine of their choice.",,40,cf/cf7db789ceaa4e5777e08aa78e9de0dba72f2a76.jpg,https://images.weedmaps.com/brands/000/005/205/avatar/original/1542245032-Vetsleaflogo3.jpg,,VetsLeaf,5,2,vetsleaf,,https://weedmaps.com/brands/vetsleaf,,,,,,,,,,,,
4369,"After two years of research, Vexpa presents itself in the world of electronic cigarettes with a line of advanced technology vaporizers, designed specifically for the intake of oils and extracts (isolated cannabinoids).
 
Vexpa oils are completely natural, produced and analysed in certified laboratories. It contain neither glycerin nor vg/pg, the most common base present in electronic cigarette liquids, which make Vexpa innovators and pioneers in the industry.
 
 
 
The CBD and CBG, in the form of crystals, are dissolved in a base of MCT and neutral natural terpenes and then enriched with pure natural terpenes or compounds that reproduce the aromas of the most popular hemp phenotypes.
 
The standard format of liquids is:
 
1ml in three percentages 15%, 30% and 50% CBD/CBG;
 
5ml and 10ml at 5% CBD/CBG.
 
On request we can prepare custom sizes and percentages.
 
The oils are also available without active ingredients, to be able to experience the taste, without the effect of CBD and CBG.
 
----------------------------------------------------------------------------------------------------------------------------
 
Dopo due anni di ricerca, Vexpa si presenta nel mondo delle sigarette elettroniche con una linea di vaporizzatori di tecnologia avanzata, specifici per l'assunzione di oli e estratti(cannabinoidi isolati).
 
Gli oli Vexpa sono completamente naturali, prodotti e analizzati in laboratori certificati. Non contengono ne glicerina ne vg/pg, ovvero la base più comune presente nei liquidi per le sigarette elettroniche, il che rende Vexpa innovatori e pionieri nel settore.
 
Il CBD e il CBG, in forma di cristalli, vengono dissolti in una base di MCT e Terpeni naturali neutri e poi arricchiti da terpeni naturali puri o composti che ripropongono gli aromi dei fenotipi di canapa piu popolari.
 
Il formato standard dei liquidi è:
 
1ml in tre percentuali 15%, 30% e 50% di CBD/CBG;
 
5ml e 10ml al 5% di CBD/CBG.
 
Su richiesta si posso preparare formati e percentuali personalizzati.
 
Gli oli sono inoltre disponibili anche senza principi attivi, per poterne assaporare il gusto, senza l'effetto del CBD e del CBG.
 
----------------------------------------------------------------------------------------------------------------------------
 
Después de dos años de investigación, Vexpa llega al mundo de los sigarros electrónicos con una línea de vaporizadores diseñados especificamente para el consumo de aceites y extractos (canabinoides aislados).
 
Los aceites Vexpa son completamente naturales, producidos y analizados en laboratorios certificados. No contienen ni glicerina ni vg/pg, es decir los productos más utilizados en la fabricación de líquidos de sigarros electrónicos y por esto Vexpa es considerada una de las marca mas innovadoras y un referente en el Sector.
 
El CBD y el CBG, en forma de cristales, se disuelven en una base de MCT y terpenos naturales neutros y luego se enriquecen con terpenos naturales puros o compuestos que reproducen los aromas de los fenotipos de cáñamo más populares.
 
El formato estándar de los líquidos es:
 
1ml en tres porcentajes 15%, 30% y 50% CBD/CBG;
 
5ml y 10ml al 5% CBD/CBG.
 
A petición podemos preparar tamaños y porcentajes personalizados.
 
Los aceites también están disponibles sin ingredientes activos, para poder degustar el sabor, sin el efecto de CBD y CBG.",,17,95/95281fa8468429a5e56f4e8511a91718d2a065b5.jpg,https://images.weedmaps.com/brands/000/004/369/avatar/original/1524483157-logo2.jpg,,Vexpa,5,1,vexpa,,https://weedmaps.com/brands/vexpa,,,,,,,,,,,,
10487,"The brand, Vibes, is an unclaimed brand profile. The products, descriptions, and their metadata are aggregated from various sources and are not maintained by Weedmaps or the brand.",,6,16/1631da8f7de21a00fd84630eb4cc4512b3c8606b.jpg,https://images.weedmaps.com/brands/000/010/487/avatar/original/1590014179-image_missing.jpg,,Vibes,0,0,vibes,,https://weedmaps.com/brands/vibes,,,,,,,,,,,,
12722,Vice Cannabis: premium cannabis products in Maine,,138,3a/3a000d9e566e9988308e54ee82f4378d76ad79ff.jpg,https://images.weedmaps.com/brands/000/012/722/avatar/original/1623898929-vice_logo_800x800.jpg,,Vice Cannabis,4.875,0,vice-cannabis,,https://weedmaps.com/brands/vice-cannabis,,,,,,,,,,,,
11549,"Vice Capital Extraction

Vice Capital Extraction

Vice Capital Extraction

Vice Capital Extraction",,2,97/9792d404aee575cb06799128eb13321fb856ebaa.jpg,https://images.weedmaps.com/brands/000/011/549/avatar/original/1610494687-adobestock_197134560.jpg,,Vice Capital Extraction,0,0,vice-capital-extraction,,https://weedmaps.com/brands/vice-capital-extraction,,,,,,,,,,,,
